frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,sll.sll.etype,sll.sll.ifindex,sll.sll.hatype,sll.sll.pkttype,sll.sll.halen,sll.sll.src.eth,sll.sll.unused,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,udp.udp.srcport,udp.udp.dstport,udp.udp.port,udp.udp.length,udp.udp.checksum,udp.udp.checksum.status,udp.udp.stream,udp.Timestamps,udp.udp.payload,dns.dns.id,dns.dns.flags,dns.dns.flags_tree,dns.dns.count.queries,dns.dns.count.answers,dns.dns.count.auth_rr,dns.dns.count.add_rr,dns.Queries,dns.Additional records,dns.Answers,dns.dns.unsolicited,dns.dns.response_to,dns.dns.time,dns.Authoritative nameservers,udp.udp.srcport_tree,udp.udp.dstport_tree
210,"Nov 14, 2025 22:26:46.521940000 +06","Nov 14, 2025 16:26:46.521940000 UTC",1763137606.521940000,0.000000000,4.004622000,4.004622000,28.040017000,43,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x9f9d,2,0,"{'udp.time_relative': '28.040017000', 'udp.time_delta': '4.004622000'}",38:0b:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6b:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x380b,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoykq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoykq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:26:46.613651000 +06","Nov 14, 2025 16:26:46.613651000 UTC",1763137606.613651000,0.000000000,0.091711000,0.091711000,28.131728000,44,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:01,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x3e88,2,0,"{'udp.time_relative': '28.131728000', 'udp.time_delta': '0.091711000'}",19:dc:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6b:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:a0:00,0x19dc,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyki.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyki.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyki.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyki.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,41,4.189167000,,,
210,"Nov 14, 2025 22:26:50.618165000 +06","Nov 14, 2025 16:26:50.618165000 UTC",1763137610.618165000,0.000000000,4.004514000,4.004514000,32.136242000,45,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x796e,2,0,"{'udp.time_relative': '32.136242000', 'udp.time_delta': '4.004514000'}",56:3a:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6b:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x563a,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyky.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyky.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:26:50.709162000 +06","Nov 14, 2025 16:26:50.709162000 UTC",1763137610.709162000,0.000000000,0.090997000,0.090997000,32.227239000,46,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0x1859,2,0,"{'udp.time_relative': '32.227239000', 'udp.time_delta': '0.090997000'}",38:0b:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6b:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:a0:00,0x380b,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoykq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoykq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoykq.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoykq.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,43,4.187222000,,,
210,"Nov 14, 2025 22:26:54.546419000 +06","Nov 14, 2025 16:26:54.546419000 UTC",1763137614.546419000,0.000000000,3.837257000,3.837257000,36.064496000,47,181,181,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",161,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xed84,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,141,0xaefd,2,0,"{'udp.time_relative': '36.064496000', 'udp.time_delta': '3.837257000'}",74:69:01:00:00:01:00:00:00:00:00:01:3e:30:6d:61:62:6b:38:32:ca:32:68:62:be:ee:59:d6:77:64:cd:d9:5a:62:de:de:4c:dd:ee:de:55:64:62:c2:e0:64:45:f7:fd:4e:ec:44:78:51:6e:fc:63:62:65:66:c4:70:eb:bd:47:d3:61:d0:d4:6c:62:e0:e0:57:34:14:da:46:d6:e8:f1:77:67:6a:7a:ea:c4:5a:79:6f:61:f0:6a:62:d9:57:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x7469,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me', 'dns.qry.name.len': '104', 'dns.count.labels': '5', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:26:54.705888000 +06","Nov 14, 2025 16:26:54.705888000 UTC",1763137614.705888000,0.000000000,0.159469000,0.159469000,36.223965000,48,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xf219,2,0,"{'udp.time_relative': '36.223965000', 'udp.time_delta': '0.159469000'}",56:3a:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6b:79:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0x563a,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyky.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyky.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyky.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyky.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,45,4.087723000,,,
210,"Nov 14, 2025 22:26:54.726708000 +06","Nov 14, 2025 16:26:54.726708000 UTC",1763137614.726708000,0.000000000,0.020820000,0.020820000,36.244785000,49,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x550f,2,0,"{'udp.time_relative': '36.244785000', 'udp.time_delta': '0.020820000'}",92:98:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6c:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0x9298,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyla.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyla.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:26:54.805449000 +06","Nov 14, 2025 16:26:54.805449000 UTC",1763137614.805449000,0.000000000,0.078741000,0.078741000,36.323526000,50,186,186,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",166,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfb7f,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,146,0xe1ee,2,0,"{'udp.time_relative': '36.323526000', 'udp.time_delta': '0.078741000'}",74:69:84:00:00:01:00:01:00:00:00:00:3e:30:6d:61:62:6b:38:32:ca:32:68:62:be:ee:59:d6:77:64:cd:d9:5a:62:de:de:4c:dd:ee:de:55:64:62:c2:e0:64:45:f7:fd:4e:ec:44:78:51:6e:fc:63:62:65:66:c4:70:eb:bd:47:d3:61:d0:d4:6c:62:e0:e0:57:34:14:da:46:d6:e8:f1:77:67:6a:7a:ea:c4:5a:79:6f:61:f0:6a:62:d9:57:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0x7469,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': '0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me', 'dns.qry.name.len': '104', 'dns.count.labels': '5', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': '0mabk82�2hb��Y�wd��Zb��L���Udb��dE��N�DxQn�cbef�p�G�a��lb��W4.�F���wgjz��Zyoa�jb�W.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,47,0.259030000,,,
210,"Nov 14, 2025 22:26:58.809773000 +06","Nov 14, 2025 16:26:58.809773000 UTC",1763137618.809773000,0.000000000,4.004324000,4.004324000,40.327850000,51,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x2ee0,2,0,"{'udp.time_relative': '40.327850000', 'udp.time_delta': '4.004324000'}",b0:c7:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6c:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0xb0c7,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoyli.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyli.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:26:58.901479000 +06","Nov 14, 2025 16:26:58.901479000 UTC",1763137618.901479000,0.000000000,0.091706000,0.091706000,40.419556000,52,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xcdba,2,0,"{'udp.time_relative': '40.419556000', 'udp.time_delta': '0.091706000'}",92:98:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6c:61:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0x9298,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyla.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyla.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyla.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyla.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,49,4.174771000,,,
210,"Nov 14, 2025 22:27:02.905385000 +06","Nov 14, 2025 16:27:02.905385000 UTC",1763137622.905385000,0.000000000,4.003906000,4.003906000,44.423462000,53,106,106,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",86,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xedcf,2,192.168.0.161,152.42.243.83,192.168.0.161,152.42.243.83,152.42.243.83,152.42.243.83,42496,53,53,66,0x08b1,2,0,"{'udp.time_relative': '44.423462000', 'udp.time_delta': '4.003906000'}",ce:f6:01:00:00:01:00:00:00:00:00:01:08:70:61:61:61:6f:79:6c:71:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:00:00:29:10:00:00:00:80:00:00:00,0xcef6,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,1,"{'paaaoylq.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoylq.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}","{'<Root>: type OPT': {'dns.resp.name': '<Root>', 'dns.resp.type': '41', 'dns.rr.udp_payload_size': '4096', 'dns.resp.ext_rcode': '0x00', 'dns.resp.edns0_version': '0', 'dns.resp.z': '0x8000', 'dns.resp.z_tree': {'dns.resp.z.do': '1', 'dns.resp.z.reserved': '0x0000'}, 'dns.resp.len': '0'}}",,,,,,,
210,"Nov 14, 2025 22:27:02.997924000 +06","Nov 14, 2025 16:27:02.997924000 UTC",1763137622.997924000,0.000000000,0.092539000,0.092539000,44.516001000,54,111,111,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,0,6,b4:0f:3b:d1:2b:30,00:01,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",91,0x0000,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,50,17,0xfbca,2,152.42.243.83,192.168.0.161,152.42.243.83,192.168.0.161,192.168.0.161,192.168.0.161,53,42496,42496,71,0xa78b,2,0,"{'udp.time_relative': '44.516001000', 'udp.time_delta': '0.092539000'}",b0:c7:84:00:00:01:00:01:00:00:00:00:08:70:61:61:61:6f:79:6c:69:06:74:75:6e:6e:65:6c:0a:64:65:76:67:6f:73:73:69:70:73:02:6d:65:00:00:10:00:01:c0:0c:00:10:00:01:00:00:00:00:00:04:03:72:b0:00,0xb0c7,0x8400,"{'dns.flags.response': '1', 'dns.flags.opcode': '0', 'dns.flags.authoritative': '1', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '0', 'dns.flags.recavail': '0', 'dns.flags.z': '0', 'dns.flags.authenticated': '0', 'dns.flags.checkdisable': '0', 'dns.flags.rcode': '0'}",1,1,0,0,"{'paaaoyli.tunnel.devgossips.me: type TXT, class IN': {'dns.qry.name': 'paaaoyli.tunnel.devgossips.me', 'dns.qry.name.len': '29', 'dns.count.labels': '4', 'dns.qry.type': '16', 'dns.qry.class': '0x0001'}}",,"{'paaaoyli.tunnel.devgossips.me: type TXT, class IN': {'dns.resp.name': 'paaaoyli.tunnel.devgossips.me', 'dns.resp.type': '16', 'dns.resp.class': '0x0001', 'dns.resp.ttl': '0', 'dns.resp.len': '4', 'dns.txt.length': '3', 'dns.txt': 'r�'}}",,51,4.188151000,,,
210,"Nov 14, 2025 22:27:06.473582000 +06","Nov 14, 2025 16:27:06.473582000 UTC",1763137626.473582000,0.000000000,3.475658000,3.475658000,47.991659000,55,98,98,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:00,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",78,0xfb57,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0xbd54,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,54069,53,53,58,0xc3d1,2,1,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",a6:a2:01:00:00:01:00:00:00:00:00:00:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:09:6d:69:63:72:6f:73:6f:66:74:03:63:6f:6d:00:00:01:00:01,0xa6a2,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'mobile.events.data.microsoft.com: type A, class IN': {'dns.qry.name': 'mobile.events.data.microsoft.com', 'dns.qry.name.len': '32', 'dns.count.labels': '5', 'dns.qry.type': '1', 'dns.qry.class': '0x0001'}}",,,,,,,,
210,"Nov 14, 2025 22:27:06.473667000 +06","Nov 14, 2025 16:27:06.473667000 UTC",1763137626.473667000,0.000000000,0.000085000,0.000085000,47.991744000,56,98,98,0,0,sll:ethertype:ip:udp:dns,0x0800,2,1,4,6,40:9f:38:88:5e:ad,00:06,4,20,0x00,"{'ip.dsfield.dscp': '0', 'ip.dsfield.ecn': '0'}",78,0x4026,0x02,"{'ip.flags.rb': '0', 'ip.flags.df': '1', 'ip.flags.mf': '0'}",0,64,17,0x7886,2,192.168.0.161,192.168.0.1,192.168.0.161,192.168.0.1,192.168.0.1,192.168.0.1,1133,53,53,58,0x3c31,2,2,"{'udp.time_relative': '0.000000000', 'udp.time_delta': '0.000000000'}",fc:cb:01:00:00:01:00:00:00:00:00:00:06:6d:6f:62:69:6c:65:06:65:76:65:6e:74:73:04:64:61:74:61:09:6d:69:63:72:6f:73:6f:66:74:03:63:6f:6d:00:00:41:00:01,0xfccb,0x0100,"{'dns.flags.response': '0', 'dns.flags.opcode': '0', 'dns.flags.truncated': '0', 'dns.flags.recdesired': '1', 'dns.flags.z': '0', 'dns.flags.checkdisable': '0'}",1,0,0,0,"{'mobile.events.data.microsoft.com: type HTTPS, class IN': {'dns.qry.name': 'mobile.events.data.microsoft.com', 'dns.qry.name.len': '32', 'dns.count.labels': '5', 'dns.qry.type': '65', 'dns.qry.class': '0x0001'}}",,,,,,,,
